Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
03/12/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/12/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/12/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/13/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/13/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
03/13/2024,10:00 A.M.,2:00 P.M.,St. Patrick's Day Celebration,"Celebrate St. Patrick's Day at the Empire State Plaza with music from Triskele, traditional Irish fare lunch from Mazzone Hospitality($), performances by Bethlehem Traditional Irish Dance, craft vendors, and more!",Empire State Plaza South Concourse,FREE
03/13/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/13/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/14/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/14/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/14/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/14/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/15/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/15/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/15/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/18/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/18/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/18/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/19/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/19/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/19/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/19/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/20/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/20/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
03/20/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/20/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/21/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/21/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/21/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/21/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/22/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/22/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/22/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/25/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/25/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/25/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/26/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/26/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/26/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/26/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/27/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/27/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
03/27/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/27/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/28/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/28/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/28/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/28/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/29/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/29/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/29/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
12/30/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
09/26/2018,10:00 AM,2:00 PM,Summer Farmers Market,The Empire State Plaza Farmers Market is your place to find the season's freshest produce  flowers  plants  meats  cheeses  baked goods  wine  cider and much more! We'll see you outside on the West Roadway every Wednesday and Friday from May to October.,West Roadway  Plaza Level,Sin datos
09/25/2018,10:00 AM,4:00 PM,Corning Tower Observation Deck,The Corning Tower Observation Deck offers breathtaking views of Albany  the Plaza  Capitol and surrounding area. Also visible are the Hudson River Valley  the Port of Albany  large portions of the city and its government  the foothills of the Adirondacks  the Catskills  and the Berkshires of western Massachusetts. The 42-story building was dedicated in 1983 to the memory of Erastus Corning 2nd  a long-time mayor of Albany who played a special role in the creation of the Plaza as the center of state government. The Tower is the tallest building in New York State outside of New York City. The building dominates the Albany skyline with its glass  marble and angular forms.,Corning Tower  Empire State Plaza,Sin datos
09/25/2018,12:00 PM,1:00 PM,New York State Capitol Tour,Looking for a FREE and unique experience for all ages? Take a guided tour of the New York State Capitol in Albany  New York. Designated a National Historic Landmark in 1979  the Capitol sits majestically atop Albany's State Street hill. Marvel the hand carved sandstone staircases  learn about New York's diverse history and walk in the footsteps of past governors and presidents. Tour Times: Monday - Friday at 10AM  12Noon  2PM & 3PM. Tour reservations are only required for groups of 10 or more.,Capitol State Street Lobby Info Desk,Sin datos
09/25/2018,5:30 PM,6:30 PM,Capitol Hauntings Tour,"Does the night watchman who died in the Capitol Fire of 1911 still make his rounds? Which two US presidents visited the Capitol after their death? Where are the Assembly Chamber's ""Lost Murals"" and what happened to their tormented creator? These dark secrets and more will be revealed during this year's New York State Capitol Hauntings Tour. These special tours explore the legends  folklore  and “ghost stories” connected to the historic state Capitol.Registration is required for this event.",Capitol State Street Lobby Info Desk,Sin datos
09/25/2018,3:00 PM,4:00 PM,New York State Capitol Tour,Looking for a FREE and unique experience for all ages? Take a guided tour of the New York State Capitol in Albany  New York. Designated a National Historic Landmark in 1979  the Capitol sits majestically atop Albany's State Street hill. Marvel the hand carved sandstone staircases  learn about New York's diverse history and walk in the footsteps of past governors and presidents. Tour Times: Monday - Friday at 10AM  12Noon  2PM & 3PM. Tour reservations are only required for groups of 10 or more.,Capitol State Street Lobby Info Desk,Sin datos
07/03/2024,12:00 P.M.,1:30 P.M.,Lunchtime Music presented by M&T Bank,"Lunchtime Musical Performances at the Empire State Plaza Farmers Market Presented By Green M&amp;T Bank LogoWednesdays, June 5 - August 21* 12:00 - 1:30 p.m. 11 weeks of fun featuring the popular Empire State Plaza Farmer’s Market, the adjacent Plaza food truck program and lunchtime performances that cross all genres.",Empire State Plaza,FREE
09/25/2018,8:30 AM,4:00 PM,Harlem Hellfighters Exhibition,"Visit the NYS Office of General Services' new exhibition  Their Glory Can Never Fade: The Legacy of the Harlem Hellfighters. The 369th served longer than any American regiment of World War I  and was nicked named the ""Hellfighters"" by the German army due to its actions on the battlefield. The exhibition features historical objects and images  including a presentation of images narrated by Noble Sissle Jr.  son of 369th veteran and musician Noble Sissle; Bronx Music Heritage Center Folklorist  City Lore and Co-Artistic Director Elena Martinez; 369 Experience Program Executive Producer Stephany Neal; and 369th Veterans Association Inc. Albany NY. President Deryl McCray. Exhibition runs from February 1  2018 to February 28  2019.",Vietnam Memorial Gallery  Empire State Plaza,Sin datos
09/25/2018,2:00 PM,3:00 PM,New York State Capitol Tour,Looking for a FREE and unique experience for all ages? Take a guided tour of the New York State Capitol in Albany  New York. Designated a National Historic Landmark in 1979  the Capitol sits majestically atop Albany's State Street hill. Marvel the hand carved sandstone staircases  learn about New York's diverse history and walk in the footsteps of past governors and presidents. Tour Times: Monday - Friday at 10AM  12Noon  2PM & 3PM. Tour reservations are only required for groups of 10 or more.,Capitol State Street Lobby Info Desk,Sin datos
09/25/2018,1:00 PM,2:00 PM,Capitol Hauntings Tour,"Does the night watchman who died in the Capitol Fire of 1911 still make his rounds? Which two US presidents visited the Capitol after their death? Where are the Assembly Chamber's ""Lost Murals"" and what happened to their tormented creator? These dark secrets and more will be revealed during this year's New York State Capitol Hauntings Tour. Registration is required.",Capitol State Street Lobby Info Desk,Sin datos
09/25/2018,10:00 AM,11:00 AM,New York State Capitol Tour,Looking for a FREE and unique experience for all ages? Take a guided tour of the New York State Capitol in Albany  New York. Designated a National Historic Landmark in 1979  the Capitol sits majestically atop Albany's State Street hill. Marvel the hand carved sandstone staircases  learn about New York's diverse history and walk in the footsteps of past governors and presidents. Tour Times: Monday - Friday at 10AM  12Noon  2PM & 3PM. Tour reservations are only required for groups of 10 or more.,Capitol State Street Lobby Info Desk,Sin datos
09/24/2018,8:30 AM,4:00 PM,Harlem Hellfighters Exhibition,"Visit the NYS Office of General Services' new exhibition  Their Glory Can Never Fade: The Legacy of the Harlem Hellfighters. The 369th served longer than any American regiment of World War I  and was nicked named the ""Hellfighters"" by the German army due to its actions on the battlefield. The exhibition features historical objects and images  including a presentation of images narrated by Noble Sissle Jr.  son of 369th veteran and musician Noble Sissle; Bronx Music Heritage Center Folklorist  City Lore and Co-Artistic Director Elena Martinez; 369 Experience Program Executive Producer Stephany Neal; and 369th Veterans Association Inc. Albany NY. President Deryl McCray. Exhibition runs from February 1  2018 to February 28  2019.",Vietnam Memorial Gallery  Empire State Plaza,Sin datos
12/30/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
12/29/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
09/24/2018,10:00 AM,11:00 AM,New York State Capitol Tour,Looking for a FREE and unique experience for all ages? Take a guided tour of the New York State Capitol in Albany  New York. Designated a National Historic Landmark in 1979  the Capitol sits majestically atop Albany's State Street hill. Marvel the hand carved sandstone staircases  learn about New York's diverse history and walk in the footsteps of past governors and presidents. Tour Times: Monday - Friday at 10AM  12Noon  2PM & 3PM. Tour reservations are only required for groups of 10 or more.,Capitol State Street Lobby Info Desk,Sin datos
